PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"33459685","COVID-19 diagnosis from chest X-ray images using transfer learning: Enhanced performance by debiasing dataloader","Polat Ç, Karaman O, Karaman C, Korkmaz G, Balcı MC, Kelek SE.","J Xray Sci Technol. 2021;29(1):19-36. doi: 10.3233/XST-200757.","Polat Ç","J Xray Sci Technol","2021","2021/01/18","PMC7990426","","10.3233/XST-200757"
"33454574","Multi-window back-projection residual networks for reconstructing COVID-19 CT super-resolution images","Qiu D, Cheng Y, Wang X, Zhang X.","Comput Methods Programs Biomed. 2021 Mar;200:105934. doi: 10.1016/j.cmpb.2021.105934. Epub 2021 Jan 8.","Qiu D","Comput Methods Programs Biomed","2021","2021/01/17","PMC7834190","","10.1016/j.cmpb.2021.105934"
"33441822","Classification and specific primer design for accurate detection of SARS-CoV-2 using deep learning","Lopez-Rincon A, Tonda A, Mendoza-Maldonado L, Mulders DGJC, Molenkamp R, Perez-Romero CA, Claassen E, Garssen J, Kraneveld AD.","Sci Rep. 2021 Jan 13;11(1):947. doi: 10.1038/s41598-020-80363-5.","Lopez-Rincon A","Sci Rep","2021","2021/01/14","PMC7806918","","10.1038/s41598-020-80363-5"
"33440674","Explainable COVID-19 Detection Using Chest CT Scans and Deep Learning","Alshazly H, Linse C, Barth E, Martinetz T.","Sensors (Basel). 2021 Jan 11;21(2):455. doi: 10.3390/s21020455.","Alshazly H","Sensors (Basel)","2021","2021/01/14","PMC7828058","","10.3390/s21020455"
"33433784","A Novel Protein Mapping Method for Predicting the Protein Interactions in COVID-19 Disease by Deep Learning","Alakus TB, Turkoglu I.","Interdiscip Sci. 2021 Mar;13(1):44-60. doi: 10.1007/s12539-020-00405-4. Epub 2021 Jan 12.","Alakus TB","Interdiscip Sci","2021","2021/01/12","PMC7801232","","10.1007/s12539-020-00405-4"
"33432072","A novel deep learning-based quantification of serial chest computed tomography in Coronavirus Disease 2019 (COVID-19)","Pan F, Li L, Liu B, Ye T, Li L, Liu D, Ding Z, Chen G, Liang B, Yang L, Zheng C.","Sci Rep. 2021 Jan 11;11(1):417. doi: 10.1038/s41598-020-80261-w.","Pan F","Sci Rep","2021","2021/01/12","PMC7801482","","10.1038/s41598-020-80261-w"
"33420641","Chest X-ray image phase features for improved diagnosis of COVID-19 using convolutional neural network","Qi X, Brown LG, Foran DJ, Nosher J, Hacihaliloglu I.","Int J Comput Assist Radiol Surg. 2021 Feb;16(2):197-206. doi: 10.1007/s11548-020-02305-w. Epub 2021 Jan 9.","Qi X","Int J Comput Assist Radiol Surg","2021","2021/01/09","PMC7794081","","10.1007/s11548-020-02305-w"
"33398067","Fast automated detection of COVID-19 from medical images using convolutional neural networks","Liang S, Liu H, Gu Y, Guo X, Li H, Li L, Wu Z, Liu M, Tao L.","Commun Biol. 2021 Jan 4;4(1):35. doi: 10.1038/s42003-020-01535-7.","Liang S","Commun Biol","2021","2021/01/05","PMC7782580","","10.1038/s42003-020-01535-7"
"33343851","IoMT-Based Automated Detection and Classification of Leukemia Using Deep Learning","Bibi N, Sikandar M, Ud Din I, Almogren A, Ali S.","J Healthc Eng. 2020 Dec 3;2020:6648574. doi: 10.1155/2020/6648574. eCollection 2020.","Bibi N","J Healthc Eng","2020","2020/12/21","PMC7732373","","10.1155/2020/6648574"
"33382685","A novel virtual screening procedure identifies Pralatrexate as inhibitor of SARS-CoV-2 RdRp and it reduces viral replication in vitro","Zhang H, Yang Y, Li J, Wang M, Saravanan KM, Wei J, Tze-Yang Ng J, Tofazzal Hossain M, Liu M, Zhang H, Ren X, Pan Y, Peng Y, Shi Y, Wan X, Liu Y, Wei Y.","PLoS Comput Biol. 2020 Dec 31;16(12):e1008489. doi: 10.1371/journal.pcbi.1008489. eCollection 2020 Dec.","Zhang H","PLoS Comput Biol","2020","2020/12/31","PMC7774833","","10.1371/journal.pcbi.1008489"
"33372243","The usage of deep neural network improves distinguishing COVID-19 from other suspected viral pneumonia by clinicians on chest CT: a real-world study","Xie Q, Lu Y, Xie X, Mei N, Xiong Y, Li X, Zhu Y, Xiao A, Yin B.","Eur Radiol. 2021 Jun;31(6):3864-3873. doi: 10.1007/s00330-020-07553-7. Epub 2020 Dec 28.","Xie Q","Eur Radiol","2021","2020/12/29","PMC7769567","","10.1007/s00330-020-07553-7"
"33361332","DeepTracer for fast de novo cryo-EM protein structure modeling and special studies on CoV-related complexes","Pfab J, Phan NM, Si D.","Proc Natl Acad Sci U S A. 2021 Jan 12;118(2):e2017525118. doi: 10.1073/pnas.2017525118.","Pfab J","Proc Natl Acad Sci U S A","2021","2020/12/28","PMC7812826","","10.1073/pnas.2017525118"
"33360271","Lightweight deep learning models for detecting COVID-19 from chest X-ray images","Karakanis S, Leontidis G.","Comput Biol Med. 2021 Mar;130:104181. doi: 10.1016/j.compbiomed.2020.104181. Epub 2020 Dec 22.","Karakanis S","Comput Biol Med","2021","2020/12/28","PMC7831681","","10.1016/j.compbiomed.2020.104181"
"33356151","DeepDILI: Deep Learning-Powered Drug-Induced Liver Injury Prediction Using Model-Level Representation","Li T, Tong W, Roberts R, Liu Z, Thakkar S.","Chem Res Toxicol. 2021 Feb 15;34(2):550-565. doi: 10.1021/acs.chemrestox.0c00374. Epub 2020 Dec 23.","Li T","Chem Res Toxicol","2021","2020/12/28","","","10.1021/acs.chemrestox.0c00374"
"33350895","Artificial Intelligence of COVID-19 Imaging: A Hammer in Search of a Nail","Summers RM.","Radiology. 2021 Mar;298(3):E162-E164. doi: 10.1148/radiol.2020204226. Epub 2020 Dec 22.","Summers RM","Radiology","2021","2020/12/22","PMC7769066","","10.1148/radiol.2020204226"
"33345948","Development and Prospective Validation of a Deep Learning Algorithm for Predicting Need for Mechanical Ventilation","Shashikumar SP, Wardi G, Paul P, Carlile M, Brenner LN, Hibbert KA, North CM, Mukerji SS, Robbins GK, Shao YP, Westover MB, Nemati S, Malhotra A.","Chest. 2021 Jun;159(6):2264-2273. doi: 10.1016/j.chest.2020.12.009. Epub 2020 Dec 17.","Shashikumar SP","Chest","2021","2020/12/21","PMC8027289","","10.1016/j.chest.2020.12.009"
"33330341","Analysis of COVID-19 Infections on a CT Image Using DeepSense Model","Khadidos A, Khadidos AO, Kannan S, Natarajan Y, Mohanty SN, Tsaramirsis G.","Front Public Health. 2020 Nov 20;8:599550. doi: 10.3389/fpubh.2020.599550. eCollection 2020.","Khadidos A","Front Public Health","2020","2020/12/17","PMC7714903","","10.3389/fpubh.2020.599550"
"33321199","An aberration detection-based approach for sentinel syndromic surveillance of COVID-19 and other novel influenza-like illnesses","Wen A, Wang L, He H, Liu S, Fu S, Sohn S, Kugel JA, Kaggal VC, Huang M, Wang Y, Shen F, Fan J, Liu H.","J Biomed Inform. 2021 Jan;113:103660. doi: 10.1016/j.jbi.2020.103660. Epub 2020 Dec 13.","Wen A","J Biomed Inform","2021","2020/12/15","PMC7832634","NIHMS1660028","10.1016/j.jbi.2020.103660"
"33295626","On collaborative reinforcement learning to optimize the redistribution of critical medical supplies throughout the COVID-19 pandemic","Bednarski BP, Singh AD, Jones WM.","J Am Med Inform Assoc. 2021 Mar 18;28(4):874-878. doi: 10.1093/jamia/ocaa324.","Bednarski BP","J Am Med Inform Assoc","2021","2020/12/09","PMC7799039","","10.1093/jamia/ocaa324"
"33285482","COVID-AL: The diagnosis of COVID-19 with deep active learning","Wu X, Chen C, Zhong M, Wang J, Shi J.","Med Image Anal. 2021 Feb;68:101913. doi: 10.1016/j.media.2020.101913. Epub 2020 Nov 26.","Wu X","Med Image Anal","2021","2020/12/07","PMC7689310","","10.1016/j.media.2020.101913"
"33283521","Three-Dimensional Analysis of Particle Distribution on Filter Layers inside N95 Respirators by Deep Learning","Lee HR, Liao L, Xiao W, Vailionis A, Ricco AJ, White R, Nishi Y, Chiu W, Chu S, Cui Y.","Nano Lett. 2021 Jan 13;21(1):651-657. doi: 10.1021/acs.nanolett.0c04230. Epub 2020 Dec 7.","Lee HR","Nano Lett","2021","2020/12/07","PMC7737533","","10.1021/acs.nanolett.0c04230"
"33275588","COVID-19 CT Image Synthesis With a Conditional Generative Adversarial Network","Jiang Y, Chen H, Loew M, Ko H.","IEEE J Biomed Health Inform. 2021 Feb;25(2):441-452. doi: 10.1109/JBHI.2020.3042523. Epub 2021 Feb 5.","Jiang Y","IEEE J Biomed Health Inform","2021","2020/12/04","","","10.1109/JBHI.2020.3042523"
"33275275","Application of machine intelligence technology in the detection of vaccines and medicines for SARS-CoV-2","Alsharif MH, Alsharif YH, Albreem MA, Jahid A, Solyman AAA, Yahya K, Alomari OA, Hossain MS.","Eur Rev Med Pharmacol Sci. 2020 Nov;24(22):11977-11981. doi: 10.26355/eurrev_202011_23860.","Alsharif MH","Eur Rev Med Pharmacol Sci","2020","2020/12/04","","","10.26355/eurrev_202011_23860"
"33259441","A Deep-Learning Diagnostic Support System for the Detection of COVID-19 Using Chest Radiographs: A Multireader Validation Study","Fontanellaz M, Ebner L, Huber A, Peters A, Löbelenz L, Hourscht C, Klaus J, Munz J, Ruder T, Drakopoulos D, Sieron D, Primetis E, Heverhagen JT, Mougiakakou S, Christe A.","Invest Radiol. 2021 Jun 1;56(6):348-356. doi: 10.1097/RLI.0000000000000748.","Fontanellaz M","Invest Radiol","2021","2020/12/01","","","10.1097/RLI.0000000000000748"
"33245693","Viral Pneumonia Screening on Chest X-Rays Using Confidence-Aware Anomaly Detection","Zhang J, Xie Y, Pang G, Liao Z, Verjans J, Li W, Sun Z, He J, Li Y, Shen C, Xia Y.","IEEE Trans Med Imaging. 2021 Mar;40(3):879-890. doi: 10.1109/TMI.2020.3040950. Epub 2021 Mar 2.","Zhang J","IEEE Trans Med Imaging","2021","2020/11/27","","","10.1109/TMI.2020.3040950"
"33232368","Deep-learning algorithms for the interpretation of chest radiographs to aid in the triage of COVID-19 patients: A multicenter retrospective study","Jang SB, Lee SH, Lee DE, Park SY, Kim JK, Cho JW, Cho J, Kim KB, Park B, Park J, Lim JK.","PLoS One. 2020 Nov 24;15(11):e0242759. doi: 10.1371/journal.pone.0242759. eCollection 2020.","Jang SB","PLoS One","2020","2020/11/24","PMC7685476","","10.1371/journal.pone.0242759"
"33230180","Virtual screening of anti-HIV1 compounds against SARS-CoV-2: machine learning modeling, chemoinformatics and molecular dynamics simulation based analysis","Nand M, Maiti P, Joshi T, Chandra S, Pande V, Kuniyal JC, Ramakrishnan MA.","Sci Rep. 2020 Nov 23;10(1):20397. doi: 10.1038/s41598-020-77524-x.","Nand M","Sci Rep","2020","2020/11/24","PMC7683650","","10.1038/s41598-020-77524-x"
"33226787","Mobile Health (mHealth) Viral Diagnostics Enabled with Adaptive Adversarial Learning","Shokr A, Pacheco LGC, Thirumalaraju P, Kanakasabapathy MK, Gandhi J, Kartik D, Silva FSR, Erdogmus E, Kandula H, Luo S, Yu XG, Chung RT, Li JZ, Kuritzkes DR, Shafiee H.","ACS Nano. 2021 Jan 26;15(1):665-673. doi: 10.1021/acsnano.0c06807. Epub 2020 Nov 23.","Shokr A","ACS Nano","2021","2020/11/23","PMC8299938","NIHMS1710062","10.1021/acsnano.0c06807"
"33225476","Abnormal lung quantification in chest CT images of COVID-19 patients with deep learning and its application to severity prediction","Shan F, Gao Y, Wang J, Shi W, Shi N, Han M, Xue Z, Shen D, Shi Y.","Med Phys. 2021 Apr;48(4):1633-1645. doi: 10.1002/mp.14609. Epub 2021 Mar 9.","Shan F","Med Phys","2021","2020/11/23","PMC7753662","","10.1002/mp.14609"
"33223418","Automatic detection of COVID-19 from chest radiographs using deep learning","Pandit MK, Banday SA, Naaz R, Chishti MA.","Radiography (Lond). 2021 May;27(2):483-489. doi: 10.1016/j.radi.2020.10.018. Epub 2020 Nov 11.","Pandit MK","Radiography (Lond)","2021","2020/11/23","PMC7657014","","10.1016/j.radi.2020.10.018"
"33218024","Target-Centered Drug Repurposing Predictions of Human Angiotensin-Converting Enzyme 2 (ACE2) and Transmembrane Protease Serine Subtype 2 (TMPRSS2) Interacting Approved Drugs for Coronavirus Disease 2019 (COVID-19) Treatment through a Drug-Target Interaction Deep Learning Model","Choi Y, Shin B, Kang K, Park S, Beck BR.","Viruses. 2020 Nov 18;12(11):1325. doi: 10.3390/v12111325.","Choi Y","Viruses","2020","2020/11/21","PMC7698791","","10.3390/v12111325"
"33215473","Deep learning applications to combat the dissemination of COVID-19 disease: a review","Alsharif MH, Alsharif YH, Yahya K, Alomari OA, Albreem MA, Jahid A.","Eur Rev Med Pharmacol Sci. 2020 Nov;24(21):11455-11460. doi: 10.26355/eurrev_202011_23640.","Alsharif MH","Eur Rev Med Pharmacol Sci","2020","2020/11/20","","","10.26355/eurrev_202011_23640"
"33213435","Comparison of deep learning with regression analysis in creating predictive models for SARS-CoV-2 outcomes","Abdulaal A, Patel A, Charani E, Denny S, Alqahtani SA, Davies GW, Mughal N, Moore LSP.","BMC Med Inform Decis Mak. 2020 Nov 19;20(1):299. doi: 10.1186/s12911-020-01316-6.","Abdulaal A","BMC Med Inform Decis Mak","2020","2020/11/20","PMC7676403","","10.1186/s12911-020-01316-6"
"33208927","Open resource of clinical data from patients with pneumonia for the prediction of COVID-19 outcomes via deep learning","Ning W, Lei S, Yang J, Cao Y, Jiang P, Yang Q, Zhang J, Wang X, Chen F, Geng Z, Xiong L, Zhou H, Guo Y, Zeng Y, Shi H, Wang L, Xue Y, Wang Z.","Nat Biomed Eng. 2020 Dec;4(12):1197-1207. doi: 10.1038/s41551-020-00633-5. Epub 2020 Nov 18.","Ning W","Nat Biomed Eng","2020","2020/11/19","PMC7723858","","10.1038/s41551-020-00633-5"
"33207310","Detection of Hate Speech in COVID-19-Related Tweets in the Arab Region: Deep Learning and Topic Modeling Approach","Alshalan R, Al-Khalifa H, Alsaeed D, Al-Baity H, Alshalan S.","J Med Internet Res. 2020 Dec 8;22(12):e22609. doi: 10.2196/22609.","Alshalan R","J Med Internet Res","2020","2020/11/18","PMC7725497","","10.2196/22609"
"33201919","An efficient mixture of deep and machine learning models for COVID-19 diagnosis in chest X-ray images","Wang D, Mo J, Zhou G, Xu L, Liu Y.","PLoS One. 2020 Nov 17;15(11):e0242535. doi: 10.1371/journal.pone.0242535. eCollection 2020.","Wang D","PLoS One","2020","2020/11/17","PMC7671547","","10.1371/journal.pone.0242535"
"33199801","DeepLMS: a deep learning predictive model for supporting online learning in the Covid-19 era","Dias SB, Hadjileontiadou SJ, Diniz J, Hadjileontiadis LJ.","Sci Rep. 2020 Nov 16;10(1):19888. doi: 10.1038/s41598-020-76740-9.","Dias SB","Sci Rep","2020","2020/11/17","PMC7669866","","10.1038/s41598-020-76740-9"
"33197268","An evaluation of two commercial deep learning-based information retrieval systems for COVID-19 literature","Soni S, Roberts K.","J Am Med Inform Assoc. 2021 Jan 15;28(1):132-137. doi: 10.1093/jamia/ocaa271.","Soni S","J Am Med Inform Assoc","2021","2020/11/16","PMC7717324","","10.1093/jamia/ocaa271"
"33191476","Automated detection of COVID-19 using ensemble of transfer learning with deep convolutional neural network based on CT scans","Gifani P, Shalbaf A, Vafaeezadeh M.","Int J Comput Assist Radiol Surg. 2021 Jan;16(1):115-123. doi: 10.1007/s11548-020-02286-w. Epub 2020 Nov 16.","Gifani P","Int J Comput Assist Radiol Surg","2021","2020/11/16","PMC7667011","","10.1007/s11548-020-02286-w"
"33190102","Deep learning analysis provides accurate COVID-19 diagnosis on chest computed tomography","Javor D, Kaplan H, Kaplan A, Puchner SB, Krestan C, Baltzer P.","Eur J Radiol. 2020 Dec;133:109402. doi: 10.1016/j.ejrad.2020.109402. Epub 2020 Nov 4.","Javor D","Eur J Radiol","2020","2020/11/15","PMC7641539","","10.1016/j.ejrad.2020.109402"
"33183845","Artificial Intelligence in Thoracic Radiology. A Challenge in COVID-19 Times?","Corbacho Abelaira MD, Ruano-Ravina A, Fernández-Villar A.","Arch Bronconeumol. 2021 Jan;57 Suppl 1:15-16. doi: 10.1016/j.arbres.2020.10.008. Epub 2020 Oct 22.","Corbacho Abelaira MD","Arch Bronconeumol","2021","2020/11/13","PMC7578193","","10.1016/j.arbres.2020.10.008"
"33180877","Analyzing inter-reader variability affecting deep ensemble learning for COVID-19 detection in chest radiographs","Rajaraman S, Sornapudi S, Alderson PO, Folio LR, Antani SK.","PLoS One. 2020 Nov 12;15(11):e0242301. doi: 10.1371/journal.pone.0242301. eCollection 2020.","Rajaraman S","PLoS One","2020","2020/11/12","PMC7660555","","10.1371/journal.pone.0242301"
"33177550","COVID-Net: a tailored deep convolutional neural network design for detection of COVID-19 cases from chest X-ray images","Wang L, Lin ZQ, Wong A.","Sci Rep. 2020 Nov 11;10(1):19549. doi: 10.1038/s41598-020-76550-z.","Wang L","Sci Rep","2020","2020/11/12","PMC7658227","","10.1038/s41598-020-76550-z"
"33164982","Using artificial intelligence to assist radiologists in distinguishing COVID-19 from other pulmonary infections","Yang Y, Lure FYM, Miao H, Zhang Z, Jaeger S, Liu J, Guo L.","J Xray Sci Technol. 2021;29(1):1-17. doi: 10.3233/XST-200735.","Yang Y","J Xray Sci Technol","2021","2020/11/09","PMC7990455","","10.3233/XST-200735"
"33161334","The importance of standardisation - COVID-19 CT & Radiograph Image Data Stock for deep learning purpose","Misztal K, Pocha A, Durak-Kozica M, Wątor M, Kubica-Misztal A, Hartel M.","Comput Biol Med. 2020 Dec;127:104092. doi: 10.1016/j.compbiomed.2020.104092. Epub 2020 Oct 28.","Misztal K","Comput Biol Med","2020","2020/11/08","PMC7591316","","10.1016/j.compbiomed.2020.104092"
"33154542","Deep learning-based model for detecting 2019 novel coronavirus pneumonia on high-resolution computed tomography","Chen J, Wu L, Zhang J, Zhang L, Gong D, Zhao Y, Chen Q, Huang S, Yang M, Yang X, Hu S, Wang Y, Hu X, Zheng B, Zhang K, Wu H, Dong Z, Xu Y, Zhu Y, Chen X, Zhang M, Yu L, Cheng F, Yu H.","Sci Rep. 2020 Nov 5;10(1):19196. doi: 10.1038/s41598-020-76282-0.","Chen J","Sci Rep","2020","2020/11/06","PMC7645624","","10.1038/s41598-020-76282-0"
"33108303","A Deep Learning Prognosis Model Help Alert for COVID-19 Patients at High-Risk of Death: A Multi-Center Study","Meng L, Dong D, Li L, Niu M, Bai Y, Wang M, Qiu X, Zha Y, Tian J.","IEEE J Biomed Health Inform. 2020 Dec;24(12):3576-3584. doi: 10.1109/JBHI.2020.3034296. Epub 2020 Dec 4.","Meng L","IEEE J Biomed Health Inform","2020","2020/10/27","","","10.1109/JBHI.2020.3034296"
"33094432","Decoding COVID-19 pneumonia: comparison of deep learning and radiomics CT image signatures","Wang H, Wang L, Lee EH, Zheng J, Zhang W, Halabi S, Liu C, Deng K, Song J, Yeom KW.","Eur J Nucl Med Mol Imaging. 2021 May;48(5):1478-1486. doi: 10.1007/s00259-020-05075-4. Epub 2020 Oct 23.","Wang H","Eur J Nucl Med Mol Imaging","2021","2020/10/23","PMC7581467","","10.1007/s00259-020-05075-4"
"33067538","Automatic classification between COVID-19 pneumonia, non-COVID-19 pneumonia, and the healthy on chest X-ray image: combination of data augmentation methods","Nishio M, Noguchi S, Matsuo H, Murakami T.","Sci Rep. 2020 Oct 16;10(1):17532. doi: 10.1038/s41598-020-74539-2.","Nishio M","Sci Rep","2020","2020/10/17","PMC7567783","","10.1038/s41598-020-74539-2"
"33065387","Multi-task deep learning based CT imaging analysis for COVID-19 pneumonia: Classification and segmentation","Amyar A, Modzelewski R, Li H, Ruan S.","Comput Biol Med. 2020 Nov;126:104037. doi: 10.1016/j.compbiomed.2020.104037. Epub 2020 Oct 8.","Amyar A","Comput Biol Med","2020","2020/10/16","PMC7543793","","10.1016/j.compbiomed.2020.104037"
"33048773","M (3)Lung-Sys: A Deep Learning System for Multi-Class Lung Pneumonia Screening From CT Imaging","Qian X, Fu H, Shi W, Chen T, Fu Y, Shan F, Xue X.","IEEE J Biomed Health Inform. 2020 Dec;24(12):3539-3550. doi: 10.1109/JBHI.2020.3030853. Epub 2020 Dec 4.","Qian X","IEEE J Biomed Health Inform","2020","2020/10/13","","","10.1109/JBHI.2020.3030853"
"33044938","Severity and Consolidation Quantification of COVID-19 From CT Images Using Deep Learning Based on Hybrid Weak Labels","Wu D, Gong K, Arru CD, Homayounieh F, Bizzo B, Buch V, Ren H, Kim K, Neumark N, Xu P, Liu Z, Fang W, Xie N, Tak WY, Park SY, Lee YR, Kang MK, Park JG, Carriero A, Saba L, Masjedi M, Talari H, Babaei R, Mobin HK, Ebrahimian S, Dayan I, Kalra MK, Li Q.","IEEE J Biomed Health Inform. 2020 Dec;24(12):3529-3538. doi: 10.1109/JBHI.2020.3030224. Epub 2020 Dec 4.","Wu D","IEEE J Biomed Health Inform","2020","2020/10/12","","","10.1109/JBHI.2020.3030224"
"33037212","Development and evaluation of an artificial intelligence system for COVID-19 diagnosis","Jin C, Chen W, Cao Y, Xu Z, Tan Z, Zhang X, Deng L, Zheng C, Zhou J, Shi H, Feng J.","Nat Commun. 2020 Oct 9;11(1):5088. doi: 10.1038/s41467-020-18685-1.","Jin C","Nat Commun","2020","2020/10/10","PMC7547659","","10.1038/s41467-020-18685-1"
"33025386","Issues associated with deploying CNN transfer learning to detect COVID-19 from chest X-rays","Majeed T, Rashid R, Ali D, Asaad A.","Phys Eng Sci Med. 2020 Dec;43(4):1289-1303. doi: 10.1007/s13246-020-00934-8. Epub 2020 Oct 6.","Majeed T","Phys Eng Sci Med","2020","2020/10/07","PMC7537970","","10.1007/s13246-020-00934-8"
"33014121","Review on Diagnosis of COVID-19 from Chest CT Images Using Artificial Intelligence","Ozsahin I, Sekeroglu B, Musa MS, Mustapha MT, Uzun Ozsahin D.","Comput Math Methods Med. 2020 Sep 26;2020:9756518. doi: 10.1155/2020/9756518. eCollection 2020.","Ozsahin I","Comput Math Methods Med","2020","2020/10/05","PMC7519983","","10.1155/2020/9756518"
"32997560","Detection Methods of COVID-19","Echtioui A, Zouch W, Ghorbel M, Mhiri C, Hamam H.","SLAS Technol. 2020 Dec;25(6):566-572. doi: 10.1177/2472630320962002. Epub 2020 Sep 30.","Echtioui A","SLAS Technol","2020","2020/09/30","PMC7533467","","10.1177/2472630320962002"
"32992136","Improving the performance of CNN to predict the likelihood of COVID-19 using chest X-ray images with preprocessing algorithms","Heidari M, Mirniaharikandehei S, Khuzani AZ, Danala G, Qiu Y, Zheng B.","Int J Med Inform. 2020 Dec;144:104284. doi: 10.1016/j.ijmedinf.2020.104284. Epub 2020 Sep 23.","Heidari M","Int J Med Inform","2020","2020/09/29","PMC7510591","","10.1016/j.ijmedinf.2020.104284"
"32984796","Deep learning-based triage and analysis of lesion burden for COVID-19: a retrospective study with external validation","Wang M, Xia C, Huang L, Xu S, Qin C, Liu J, Cao Y, Yu P, Zhu T, Zhu H, Wu C, Zhang R, Chen X, Wang J, Du G, Zhang C, Wang S, Chen K, Liu Z, Xia L, Wang W.","Lancet Digit Health. 2020 Oct;2(10):e506-e515. doi: 10.1016/S2589-7500(20)30199-0. Epub 2020 Sep 22.","Wang M","Lancet Digit Health","2020","2020/09/28","PMC7508506","","10.1016/S2589-7500(20)30199-0"
"32984793","CT scan AI-aided triage for patients with COVID-19 in China","Vardhanabhuti V.","Lancet Digit Health. 2020 Oct;2(10):e494-e495. doi: 10.1016/S2589-7500(20)30222-3. Epub 2020 Sep 22.","Vardhanabhuti V","Lancet Digit Health","2020","2020/09/28","PMC7508522","","10.1016/S2589-7500(20)30222-3"
"32971995","Unveiling COVID-19 from CHEST X-Ray with Deep Learning: A Hurdles Race with Small Data","Tartaglione E, Barbano CA, Berzovini C, Calandri M, Grangetto M.","Int J Environ Res Public Health. 2020 Sep 22;17(18):6933. doi: 10.3390/ijerph17186933.","Tartaglione E","Int J Environ Res Public Health","2020","2020/09/25","PMC7557723","","10.3390/ijerph17186933"
"32969949","Detection of COVID-19 Using Deep Learning Algorithms on Chest Radiographs","Chiu WHK, Vardhanabhuti V, Poplavskiy D, Yu PLH, Du R, Yap AYH, Zhang S, Fong AH, Chin TW, Lee JCY, Leung ST, Lo CSY, Lui MM, Fang BXH, Ng MY, Kuo MD.","J Thorac Imaging. 2020 Nov 1;35(6):369-376. doi: 10.1097/RTI.0000000000000559.","Chiu WHK","J Thorac Imaging","2020","2020/09/24","","","10.1097/RTI.0000000000000559"
"32959234","COVID19XrayNet: A Two-Step Transfer Learning Model for the COVID-19 Detecting Problem Based on a Limited Number of Chest X-Ray Images","Zhang R, Guo Z, Sun Y, Lu Q, Xu Z, Yao Z, Duan M, Liu S, Ren Y, Huang L, Zhou F.","Interdiscip Sci. 2020 Dec;12(4):555-565. doi: 10.1007/s12539-020-00393-5. Epub 2020 Sep 21.","Zhang R","Interdiscip Sci","2020","2020/09/22","PMC7505483","","10.1007/s12539-020-00393-5"
"32958781","COVID-19 image classification using deep features and fractional-order marine predators algorithm","Sahlol AT, Yousri D, Ewees AA, Al-Qaness MAA, Damasevicius R, Elaziz MA.","Sci Rep. 2020 Sep 21;10(1):15364. doi: 10.1038/s41598-020-71294-2.","Sahlol AT","Sci Rep","2020","2020/09/22","PMC7506559","","10.1038/s41598-020-71294-2"
"32945968","Initial chest radiographs and artificial intelligence (AI) predict clinical outcomes in COVID-19 patients: analysis of 697 Italian patients","Mushtaq J, Pennella R, Lavalle S, Colarieti A, Steidler S, Martinenghi CMA, Palumbo D, Esposito A, Rovere-Querini P, Tresoldi M, Landoni G, Ciceri F, Zangrillo A, De Cobelli F.","Eur Radiol. 2021 Mar;31(3):1770-1779. doi: 10.1007/s00330-020-07269-8. Epub 2020 Sep 18.","Mushtaq J","Eur Radiol","2021","2020/09/18","PMC7499014","","10.1007/s00330-020-07269-8"
"32937867","Identifying Facemask-Wearing Condition Using Image Super-Resolution with Classification Network to Prevent COVID-19","Qin B, Li D.","Sensors (Basel). 2020 Sep 14;20(18):5236. doi: 10.3390/s20185236.","Qin B","Sensors (Basel)","2020","2020/09/17","PMC7570494","","10.3390/s20185236"
"32919186","COVID-19 pathways for brain and heart injury in comorbidity patients: A role of medical imaging and artificial intelligence-based COVID severity classification: A review","Suri JS, Puvvula A, Biswas M, Majhail M, Saba L, Faa G, Singh IM, Oberleitner R, Turk M, Chadha PS, Johri AM, Sanches JM, Khanna NN, Viskovic K, Mavrogeni S, Laird JR, Pareek G, Miner M, Sobel DW, Balestrieri A, Sfikakis PP, Tsoulfas G, Protogerou A, Misra DP, Agarwal V, Kitas GD, Ahluwalia P, Kolluri R, Teji J, Maini MA, Agbakoba A, Dhanjil SK, Sockalingam M, Saxena A, Nicolaides A, Sharma A, Rathore V, Ajuluchukwu JNA, Fatemi M, Alizad A, Viswanathan V, Krishnan PR, Naidu S.","Comput Biol Med. 2020 Sep;124:103960. doi: 10.1016/j.compbiomed.2020.103960. Epub 2020 Aug 14.","Suri JS","Comput Biol Med","2020","2020/09/12","PMC7426723","","10.1016/j.compbiomed.2020.103960"
"32915751","Contrastive Cross-Site Learning With Redesigned Net for COVID-19 CT Classification","Wang Z, Liu Q, Dou Q.","IEEE J Biomed Health Inform. 2020 Oct;24(10):2806-2813. doi: 10.1109/JBHI.2020.3023246. Epub 2020 Sep 10.","Wang Z","IEEE J Biomed Health Inform","2020","2020/09/11","","","10.1109/JBHI.2020.3023246"
"32879987","Ultra-low-dose chest CT imaging of COVID-19 patients using a deep residual neural network","Shiri I, Akhavanallaf A, Sanaat A, Salimi Y, Askari D, Mansouri Z, Shayesteh SP, Hasanian M, Rezaei-Kalantari K, Salahshour A, Sandoughdaran S, Abdollahi H, Arabi H, Zaidi H.","Eur Radiol. 2021 Mar;31(3):1420-1431. doi: 10.1007/s00330-020-07225-6. Epub 2020 Sep 3.","Shiri I","Eur Radiol","2021","2020/09/04","PMC7467843","","10.1007/s00330-020-07225-6"
